Rented Bike Count,Hour,Temperature,Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),year,month,day,dayofweek,quarter,week_of_year,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,Is_Holiday,Is_Functioning_Day,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Temp_Humidity,Temp_WindSpeed,Humidity_Wind,Comfort_Index,Is_Weekend,Is_Rush_Hour,Is_Night,Is_NonWorking_Day,Hour_Temperature,Hour_Humidity,Hour_Visibility,Winter_Temperature,Spring_Temperature,Summer_Temperature,Autumn_Temperature,Bad_Weather,Extreme_Temp
99,0,-3.6,33,1.7,2000,-17.5,0.0,0.0,0.0,2018,2,18,6,1,7,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-118.8,-6.12,56.1,19.959999999999997,1,0,1,1,-0.0,0,0,-3.6,-0.0,-0.0,-0.0,0,1
103,1,-4.4,33,1.4,2000,-18.2,0.0,0.0,0.0,2018,2,18,6,1,7,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-145.20000000000002,-6.16,46.199999999999996,19.619999999999997,1,0,1,1,-4.4,33,2000,-4.4,-0.0,-0.0,-0.0,0,1
86,2,-4.7,33,0.1,2000,-18.5,0.0,0.0,0.0,2018,2,18,6,1,7,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-155.1,-0.47000000000000003,3.3000000000000003,19.729999999999997,1,0,1,1,-9.4,66,4000,-4.7,-0.0,-0.0,-0.0,0,1
56,3,-4.5,26,0.0,2000,-21.1,0.0,0.0,0.0,2018,2,18,6,1,7,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-117.0,-0.0,0.0,21.95,1,0,1,1,-13.5,78,6000,-4.5,-0.0,-0.0,-0.0,0,1
37,4,-4.1,27,0.6,2000,-20.3,0.0,0.0,0.0,2018,2,18,6,1,7,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-110.69999999999999,-2.4599999999999995,16.2,21.729999999999997,1,0,1,1,-16.4,108,8000,-4.1,-0.0,-0.0,-0.0,0,1
22,5,-4.0,28,0.5,2000,-19.8,0.0,0.0,0.0,2018,2,18,6,1,7,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-112.0,-2.0,14.0,21.499999999999996,1,0,1,1,-20.0,140,10000,-4.0,-0.0,-0.0,-0.0,0,1
38,6,-4.1,30,1.1,2000,-19.1,0.0,0.0,0.0,2018,2,18,6,1,7,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-122.99999999999999,-4.51,33.0,20.73,1,0,0,1,-24.599999999999998,180,12000,-4.1,-0.0,-0.0,-0.0,0,1
52,7,-4.6,31,1.2,2000,-19.2,0.0,0.0,0.0,2018,2,18,6,1,7,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-142.6,-5.52,37.199999999999996,20.16,1,1,0,1,-32.199999999999996,217,14000,-4.6,-0.0,-0.0,-0.0,0,1
92,8,-4.8,31,0.8,2000,-19.3,0.02,0.0,0.0,2018,2,18,6,1,7,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-148.79999999999998,-3.84,24.8,20.14,1,1,0,1,-38.4,248,16000,-4.8,-0.0,-0.0,-0.0,0,1
137,9,-4.1,30,0.5,2000,-19.1,0.28,0.0,0.0,2018,2,18,6,1,7,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-122.99999999999999,-2.05,15.0,20.849999999999998,1,0,0,1,-36.9,270,18000,-4.1,-0.0,-0.0,-0.0,0,1
156,10,-1.8,23,0.6,2000,-20.2,0.8,0.0,0.0,2018,2,18,6,1,7,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-41.4,-1.08,13.799999999999999,24.08,1,0,0,1,-18.0,230,20000,-1.8,-0.0,-0.0,-0.0,0,1
183,11,0.0,20,0.8,1975,-20.3,1.05,0.0,0.0,2018,2,18,6,1,7,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,0.0,0.0,16.0,25.84,1,0,0,1,0.0,220,21725,0.0,0.0,0.0,0.0,0,0
263,12,2.2,17,1.0,1979,-20.4,1.75,0.0,0.0,2018,2,18,6,1,7,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,37.400000000000006,2.2,17.0,27.8,1,0,0,1,26.400000000000002,204,23748,2.2,0.0,0.0,0.0,0,0
337,13,3.7,17,1.4,2000,-19.1,1.98,0.0,0.0,2018,2,18,6,1,7,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,62.900000000000006,5.18,23.799999999999997,28.47,1,0,0,1,48.1,221,26000,3.7,0.0,0.0,0.0,0,0
372,14,4.1,17,1.8,1996,-18.8,1.87,0.0,0.0,2018,2,18,6,1,7,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,69.69999999999999,7.38,30.6,28.59,1,0,0,1,57.39999999999999,238,27944,4.1,0.0,0.0,0.0,0,0
440,15,5.0,16,2.0,1970,-18.8,1.42,0.0,0.0,2018,2,18,6,1,7,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,80.0,10.0,32.0,29.3,1,0,0,1,75.0,240,29550,5.0,0.0,0.0,0.0,0,0
404,16,5.1,16,1.8,1998,-18.7,1.17,0.0,0.0,2018,2,18,6,1,7,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,81.6,9.18,28.8,29.39,1,0,0,1,81.6,256,31968,5.1,0.0,0.0,0.0,0,0
354,17,4.2,17,2.5,1990,-18.7,0.66,0.0,0.0,2018,2,18,6,1,7,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,71.4,10.5,42.5,28.5,1,1,0,1,71.4,289,33830,4.2,0.0,0.0,0.0,0,0
310,18,2.8,25,3.0,2000,-15.3,0.22,0.0,0.0,2018,2,18,6,1,7,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,70.0,8.399999999999999,75.0,25.299999999999997,1,1,0,1,50.4,450,36000,2.8,0.0,0.0,0.0,0,0
238,19,1.5,30,2.6,2000,-14.2,0.0,0.0,0.0,2018,2,18,6,1,7,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,45.0,3.9000000000000004,78.0,23.23,1,1,0,1,28.5,570,38000,1.5,0.0,0.0,0.0,0,0
213,20,0.6,33,1.9,2000,-13.8,0.0,0.0,0.0,2018,2,18,6,1,7,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,19.8,1.14,62.699999999999996,22.02,1,0,0,1,12.0,660,40000,0.6,0.0,0.0,0.0,0,0
226,21,0.2,32,1.1,1951,-14.5,0.0,0.0,0.0,2018,2,18,6,1,7,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,6.4,0.22000000000000003,35.2,22.28,1,0,0,1,4.2,672,40971,0.2,0.0,0.0,0.0,0,0
191,22,-0.3,34,1.6,1981,-14.2,0.0,0.0,0.0,2018,2,18,6,1,7,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-10.2,-0.48,54.400000000000006,21.330000000000002,1,0,1,1,-6.6,748,43582,-0.3,-0.0,-0.0,-0.0,0,1
153,23,-0.7,37,0.9,1814,-13.6,0.0,0.0,0.0,2018,2,18,6,1,7,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-25.9,-0.63,33.300000000000004,20.369999999999997,1,0,1,1,-16.099999999999998,851,41722,-0.7,-0.0,-0.0,-0.0,0,1
148,0,-1.1,39,1.7,1832,-13.3,0.0,0.0,0.0,2018,2,19,0,1,8,0.0,1.0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-42.900000000000006,-1.87,66.3,19.41,0,0,1,0,-0.0,0,0,-1.1,-0.0,-0.0,-0.0,0,1
101,1,-1.4,42,1.1,1805,-12.6,0.0,0.0,0.0,2018,2,19,0,1,8,0.25881904510252074,0.9659258262890683,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-58.8,-1.54,46.2,18.48,0,0,1,0,-1.4,42,1805,-1.4,-0.0,-0.0,-0.0,0,1
59,2,-1.4,41,1.1,1582,-12.9,0.0,0.0,0.0,2018,2,19,0,1,8,0.49999999999999994,0.8660254037844387,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-57.4,-1.54,45.1,18.78,0,0,1,0,-2.8,82,3164,-1.4,-0.0,-0.0,-0.0,0,1
42,3,-1.4,41,1.6,1870,-12.9,0.0,0.0,0.0,2018,2,19,0,1,8,0.7071067811865475,0.7071067811865476,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-57.4,-2.2399999999999998,65.60000000000001,18.68,0,0,1,0,-4.199999999999999,123,5610,-1.4,-0.0,-0.0,-0.0,0,1
50,4,-1.9,44,0.7,1907,-12.5,0.0,0.0,0.0,2018,2,19,0,1,8,0.8660254037844386,0.5000000000000001,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-83.6,-1.3299999999999998,30.799999999999997,17.71,0,0,1,0,-7.6,176,7628,-1.9,-0.0,-0.0,-0.0,0,1
59,5,-1.8,44,0.5,1862,-12.4,0.0,0.0,0.0,2018,2,19,0,1,8,0.9659258262890683,0.25881904510252074,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-79.2,-0.9,22.0,17.8,0,0,1,0,-9.0,220,9310,-1.8,-0.0,-0.0,-0.0,0,1
139,6,-1.4,46,0.3,1651,-11.5,0.0,0.0,0.0,2018,2,19,0,1,8,1.0,6.123233995736766e-17,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-64.39999999999999,-0.42,13.799999999999999,17.44,0,0,0,0,-8.399999999999999,276,9906,-1.4,-0.0,-0.0,-0.0,0,1
349,7,-0.9,45,0.9,1820,-11.3,0.0,0.0,0.0,2018,2,19,0,1,8,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-40.5,-0.81,40.5,17.87,0,1,0,0,-6.3,315,12740,-0.9,-0.0,-0.0,-0.0,0,1
646,8,-1.2,51,0.8,1800,-10.0,0.05,0.0,0.0,2018,2,19,0,1,8,0.8660254037844387,-0.49999999999999983,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-61.199999999999996,-0.96,40.800000000000004,15.94,0,1,0,0,-9.6,408,14400,-1.2,-0.0,-0.0,-0.0,0,1
347,9,-0.6,43,0.5,1596,-11.6,0.52,0.0,0.0,2018,2,19,0,1,8,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-25.8,-0.3,21.5,18.699999999999996,0,0,0,0,-5.3999999999999995,387,14364,-0.6,-0.0,-0.0,-0.0,0,1
235,10,2.6,45,1.2,1230,-8.1,1.17,0.0,0.0,2018,2,19,0,1,8,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,117.0,3.12,54.0,19.560000000000002,0,0,0,0,26.0,450,12300,2.6,0.0,0.0,0.0,0,0
314,11,4.3,44,2.3,1091,-6.9,1.77,0.0,0.0,2018,2,19,0,1,8,0.258819045102521,-0.9659258262890682,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,189.2,9.889999999999999,101.19999999999999,20.49,0,0,0,0,47.3,484,12001,4.3,0.0,0.0,0.0,0,0
361,12,4.7,43,2.1,1131,-6.8,1.38,0.0,0.0,2018,2,19,0,1,8,1.2246467991473532e-16,-1.0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,202.1,9.870000000000001,90.3,21.03,0,0,0,0,56.400000000000006,516,13572,4.7,0.0,0.0,0.0,0,0
332,13,5.1,41,1.8,1097,-7.0,1.03,0.0,0.0,2018,2,19,0,1,8,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,209.1,9.18,73.8,21.89,0,0,0,0,66.3,533,14261,5.1,0.0,0.0,0.0,0,0
373,14,5.6,38,1.6,1087,-7.6,1.1,0.0,0.0,2018,2,19,0,1,8,-0.4999999999999998,-0.8660254037844388,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,212.79999999999998,8.959999999999999,60.800000000000004,23.08,0,0,0,0,78.39999999999999,532,15218,5.6,0.0,0.0,0.0,0,0
392,15,6.3,35,2.6,991,-8.0,1.2,0.0,0.0,2018,2,19,0,1,8,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,220.5,16.38,91.0,24.13,0,0,0,0,94.5,525,14865,6.3,0.0,0.0,0.0,0,0
403,16,6.3,35,2.9,1117,-8.0,1.1,0.0,0.0,2018,2,19,0,1,8,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,220.5,18.27,101.5,24.07,0,0,0,0,100.8,560,17872,6.3,0.0,0.0,0.0,0,0
522,17,5.7,36,3.0,1073,-8.2,0.57,0.0,0.0,2018,2,19,0,1,8,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,205.20000000000002,17.1,108.0,23.45,0,1,0,0,96.9,612,18241,5.7,0.0,0.0,0.0,0,0
819,18,4.7,43,2.4,938,-6.8,0.19,0.0,0.0,2018,2,19,0,1,8,-1.0,-1.8369701987210297e-16,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,202.1,11.28,103.2,20.97,0,1,0,0,84.60000000000001,774,16884,4.7,0.0,0.0,0.0,0,0
533,19,3.6,55,1.6,728,-4.6,0.0,0.0,0.0,2018,2,19,0,1,8,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,198.0,5.760000000000001,88.0,16.98,0,1,0,0,68.4,1045,13832,3.6,0.0,0.0,0.0,0,0
417,20,2.4,60,1.9,661,-4.5,0.0,0.0,0.0,2018,2,19,0,1,8,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,144.0,4.56,114.0,14.82,0,0,0,0,48.0,1200,13220,2.4,0.0,0.0,0.0,0,0
388,21,1.8,63,1.2,604,-4.5,0.0,0.0,0.0,2018,2,19,0,1,8,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,113.4,2.16,75.6,13.76,0,0,0,0,37.800000000000004,1323,12684,1.8,0.0,0.0,0.0,0,0
357,22,1.0,69,0.7,525,-4.0,0.0,0.0,0.0,2018,2,19,0,1,8,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,69.0,0.7,48.3,11.66,0,0,1,0,22.0,1518,11550,1.0,0.0,0.0,0.0,0,0
218,23,0.5,73,1.5,465,-3.7,0.0,0.0,0.0,2018,2,19,0,1,8,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,36.5,0.75,109.5,10.05,0,0,1,0,11.5,1679,10695,0.5,0.0,0.0,0.0,0,0
177,0,0.0,75,2.3,394,-3.9,0.0,0.0,0.0,2018,2,20,1,1,8,0.0,1.0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,0.0,0.0,172.5,9.04,0,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
172,1,-0.5,76,1.6,402,-4.2,0.0,0.0,0.0,2018,2,20,1,1,8,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-38.0,-0.8,121.60000000000001,8.629999999999999,0,0,1,0,-0.5,76,402,-0.5,-0.0,-0.0,-0.0,0,1
115,2,-0.8,76,0.8,421,-4.5,0.0,0.0,0.0,2018,2,20,1,1,8,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-60.800000000000004,-0.6400000000000001,60.800000000000004,8.639999999999999,0,0,1,0,-1.6,152,842,-0.8,-0.0,-0.0,-0.0,0,1
63,3,-1.3,80,0.7,392,-4.3,0.0,0.0,0.0,2018,2,20,1,1,8,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-104.0,-0.9099999999999999,56.0,7.21,0,0,1,0,-3.9000000000000004,240,1176,-1.3,-0.0,-0.0,-0.0,0,1
64,4,-1.6,83,0.6,368,-4.1,0.0,0.0,0.0,2018,2,20,1,1,8,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-132.8,-0.96,49.8,6.18,0,0,1,0,-6.4,332,1472,-1.6,-0.0,-0.0,-0.0,0,1
79,5,-1.8,82,1.3,375,-4.4,0.0,0.0,0.0,2018,2,20,1,1,8,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-147.6,-2.3400000000000003,106.60000000000001,6.239999999999999,0,0,1,0,-9.0,410,1875,-1.8,-0.0,-0.0,-0.0,0,1
164,6,-2.1,82,1.8,381,-4.7,0.0,0.0,0.0,2018,2,20,1,1,8,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-172.20000000000002,-3.7800000000000002,147.6,5.989999999999999,0,0,0,0,-12.600000000000001,492,2286,-2.1,-0.0,-0.0,-0.0,0,1
404,7,-2.2,76,1.9,527,-5.8,0.0,0.0,0.0,2018,2,20,1,1,8,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-167.20000000000002,-4.18,144.4,7.72,0,1,0,0,-15.400000000000002,532,3689,-2.2,-0.0,-0.0,-0.0,0,1
727,8,-2.1,71,1.7,610,-6.6,0.06,0.0,0.0,2018,2,20,1,1,8,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-149.1,-3.57,120.7,9.309999999999999,0,1,0,0,-16.8,568,4880,-2.1,-0.0,-0.0,-0.0,0,1
384,9,-1.4,56,1.4,709,-9.0,0.54,0.0,0.0,2018,2,20,1,1,8,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-78.39999999999999,-1.9599999999999997,78.39999999999999,14.22,0,0,0,0,-12.6,504,6381,-1.4,-0.0,-0.0,-0.0,0,1
265,10,1.1,38,3.1,1184,-11.6,1.13,0.0,0.0,2018,2,20,1,1,8,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,41.800000000000004,3.4100000000000006,117.8,20.529999999999998,0,0,0,0,11.0,380,11840,1.1,0.0,0.0,0.0,0,0
322,11,2.8,35,3.9,1265,-11.1,1.71,0.0,0.0,2018,2,20,1,1,8,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,98.0,10.92,136.5,22.119999999999997,0,0,0,0,30.799999999999997,385,13915,2.8,0.0,0.0,0.0,0,0
356,12,4.0,23,3.5,1785,-15.3,2.03,0.0,0.0,2018,2,20,1,1,8,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,92.0,14.0,80.5,26.4,0,0,0,0,48.0,276,21420,4.0,0.0,0.0,0.0,0,0
370,13,4.2,22,3.9,1812,-15.6,2.21,0.0,0.0,2018,2,20,1,1,8,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,92.4,16.38,85.8,26.72,0,0,0,0,54.6,286,23556,4.2,0.0,0.0,0.0,0,0
335,14,5.0,20,3.7,1866,-16.1,2.12,0.0,0.0,2018,2,20,1,1,8,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,100.0,18.5,74.0,27.76,0,0,0,0,70.0,280,26124,5.0,0.0,0.0,0.0,0,0
431,15,5.4,18,3.7,1940,-17.0,1.82,0.0,0.0,2018,2,20,1,1,8,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,97.2,19.980000000000004,66.60000000000001,28.56,0,0,0,0,81.0,270,29100,5.4,0.0,0.0,0.0,0,0
393,16,5.1,17,3.4,2000,-18.0,1.2,0.0,0.0,2018,2,20,1,1,8,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,86.69999999999999,17.34,57.8,28.77,0,0,0,0,81.6,272,32000,5.1,0.0,0.0,0.0,0,0
514,17,3.9,19,3.6,2000,-17.6,0.58,0.0,0.0,2018,2,20,1,1,8,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,74.1,14.04,68.4,27.53,0,1,0,0,66.3,323,34000,3.9,0.0,0.0,0.0,0,0
764,18,3.2,20,2.9,2000,-17.6,0.16,0.0,0.0,2018,2,20,1,1,8,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,64.0,9.28,58.0,27.020000000000003,0,1,0,0,57.6,360,36000,3.2,0.0,0.0,0.0,0,0
522,19,2.5,21,2.2,2000,-17.6,0.0,0.0,0.0,2018,2,20,1,1,8,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,52.5,5.5,46.2,26.509999999999998,0,1,0,0,47.5,399,38000,2.5,0.0,0.0,0.0,0,0
358,20,1.8,19,3.1,2000,-19.4,0.0,0.0,0.0,2018,2,20,1,1,8,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,34.2,5.58,58.9,26.58,0,0,0,0,36.0,380,40000,1.8,0.0,0.0,0.0,0,0
415,21,1.1,21,1.6,2000,-18.8,0.0,0.0,0.0,2018,2,20,1,1,8,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,23.1,1.7600000000000002,33.6,25.93,0,0,0,0,23.1,441,42000,1.1,0.0,0.0,0.0,0,0
319,22,0.5,22,2.9,2000,-18.8,0.0,0.0,0.0,2018,2,20,1,1,8,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,11.0,1.45,63.8,25.07,0,0,1,0,11.0,484,44000,0.5,0.0,0.0,0.0,0,0
242,23,-0.5,26,3.3,2000,-17.7,0.0,0.0,0.0,2018,2,20,1,1,8,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-13.0,-1.65,85.8,23.29,0,0,1,0,-11.5,598,46000,-0.5,-0.0,-0.0,-0.0,0,1
171,0,-1.4,28,3.4,1990,-17.6,0.0,0.0,0.0,2018,2,21,2,1,8,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-39.199999999999996,-4.76,95.2,22.22,0,0,1,0,-0.0,0,0,-1.4,-0.0,-0.0,-0.0,0,1
162,1,-2.2,31,1.1,1970,-17.0,0.0,0.0,0.0,2018,2,21,2,1,8,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-68.2,-2.4200000000000004,34.1,21.38,0,0,1,0,-2.2,31,1970,-2.2,-0.0,-0.0,-0.0,0,1
105,2,-2.9,31,1.6,1931,-17.7,0.0,0.0,0.0,2018,2,21,2,1,8,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-89.89999999999999,-4.64,49.6,20.93,0,0,1,0,-5.8,62,3862,-2.9,-0.0,-0.0,-0.0,0,1
59,3,-3.4,32,0.9,1977,-17.7,0.0,0.0,0.0,2018,2,21,2,1,8,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-108.8,-3.06,28.8,20.52,0,0,1,0,-10.2,96,5931,-3.4,-0.0,-0.0,-0.0,0,1
50,4,-3.8,32,1.1,2000,-18.1,0.0,0.0,0.0,2018,2,21,2,1,8,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-121.6,-4.18,35.2,20.28,0,0,1,0,-15.2,128,8000,-3.8,-0.0,-0.0,-0.0,0,1
63,5,-4.0,35,1.8,2000,-17.2,0.0,0.0,0.0,2018,2,21,2,1,8,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-140.0,-7.2,63.0,19.14,0,0,1,0,-20.0,175,10000,-4.0,-0.0,-0.0,-0.0,0,1
159,6,-4.0,34,3.4,2000,-17.5,0.0,0.0,0.0,2018,2,21,2,1,8,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,1,False,False,False,True,-136.0,-13.6,115.6,19.12,0,0,0,0,-24.0,204,12000,-4.0,-0.0,-0.0,-0.0,0,1
